Date & Time,Price (Intraday),Change,% Change,Market Cap,Volume in Currency (Since 0:00 UTC),Volume in Currency (24Hr),Total Volume All Currencies (24Hr),Circulating Supply
11:34:51 2021-10-13,"3,467.42",-49.69,-1.41%,408.827B,17.488B,17.488B,17.488B,117.905M
