Date & Time,Price (Intraday),Change,% Change,Market Cap,Volume in Currency (Since 0:00 UTC),Volume in Currency (24Hr),Total Volume All Currencies (24Hr),Circulating Supply
11:34:51 2021-10-13,2.1037,-0.0298,-1.40%,69.221B,3.386B,3.386B,3.386B,32.905B
